pid,name,team,age,height,weight,gp,pts,reb,ast,net rating,season
4776,Rajon Rondo,5246,35,185.42,81.64656,45,5.4,2.4,4.4,1,2020-21
4780,Raul Neto,5302,29,185.42,81.64656,64,8.7,2.4,2.3,-1,2020-21
4783,Ray Spalding,5240,24,205.74,102.0582,2,2,2,0,-15.9,2020-21
4737,Patrick Williams,5220,19,200.66,97.52228,71,9.2,4.6,1.4,-7.1,2020-21
4682,Noah Vonleh,5211,25,208.28,116.573144,4,0,0.3,0.3,-63.2,2020-21
4913,Skylar Mays,5207,23,193.04,92.98636,33,3.8,1.1,0.9,1.4,2020-21
4920,Spencer Dinwiddie,5211,28,195.58,97.52228,3,6.7,4.3,3,29.8,2020-21
5044,Trent Forrest,5299,23,193.04,95.25432,30,2.9,1.5,1.5,-7.7,2020-21
5051,Trevor Ariza,5256,36,203.2,97.52228,30,9.4,4.8,1.8,2.8,2020-21
5054,Trey Burke,5227,28,182.88,83.91452,62,6.6,0.9,1.3,1.3,2020-21
5057,Trey Lyles,5292,25,205.74,106.140528,23,5,3.7,0.6,-14.5,2020-21
5060,Tristan Thompson,5214,30,205.74,115.212368,54,7.6,8.1,1.2,1,2020-21
5064,Troy Brown Jr.,5220,21,198.12,97.52228,34,4.7,3.1,0.9,3.1,2020-21
5070,Ty Jerome,5273,23,195.58,88.45044,33,10.7,2.8,3.6,-8.5,2020-21
5073,Ty-Shon Alexander,5282,22,190.5,88.45044,15,0.6,0.7,0.4,-6,2020-21
5077,Tyler Bey,5227,23,200.66,97.52228,18,1,1.1,0.2,-27,2020-21
5080,Tyler Cook,5233,23,203.2,115.66596,32,4.9,3,0.5,-4.2,2020-21
5083,Tyler Herro,5256,21,195.58,88.45044,54,15.1,5,3.4,-2.9,2020-21
5086,Tyler Johnson,5211,29,190.5,84.368112,39,5.4,2,1.2,3.3,2020-21
5093,Tyrell Terry,5227,20,187.96,72.57472,11,1,0.5,0.5,0,2020-21
5096,Tyrese Haliburton,5289,21,195.58,83.91452,58,13,3,5.3,-5.6,2020-21
5100,Tyrese Maxey,5279,20,187.96,90.7184,61,8,1.7,2,-1.6,2020-21
5109,Tyus Jones,5253,25,182.88,88.904032,70,6.3,2,3.7,-2.8,2020-21
5113,Udoka Azubuike,5299,21,208.28,127.00576,15,1.1,0.9,0,-54.5,2020-21
5116,Udonis Haslem,5256,41,203.2,106.59412,1,4,1,0,66.7,2020-21
5119,Vernon Carey Jr.,5217,20,205.74,122.46984,19,2.4,1.4,0.1,-3.2,2020-21
5126,Victor Oladipo,5256,29,193.04,96.615096,33,19.8,4.8,4.6,-2.3,2020-21
5132,Vincent Poirier,5279,27,213.36,106.59412,10,0.8,1.4,0.2,-19.4,2020-21
5135,Vlatko Cancar,5230,24,203.2,107.047712,41,2.1,1.2,0.3,-17.5,2020-21
5139,Wayne Ellington,5233,33,193.04,93.893544,46,9.6,1.8,1.5,-4.3,2020-21
5142,Wendell Carter Jr.,5276,22,208.28,122.46984,54,11.2,8.2,1.9,-9,2020-21
5145,Wenyen Gabriel,5266,24,205.74,92.98636,21,3.4,2.6,0.5,0.8,2020-21
5149,Wes Iwundu,5266,26,198.12,88.45044,41,2.4,2.2,0.4,-6.6,2020-21
5152,Wesley Matthews,5250,34,193.04,99.79024,58,4.8,1.6,0.9,1.9,2020-21
5155,Will Barton,5230,30,198.12,82.100152,56,12.7,4,3.2,6,2020-21
5158,Will Magnay,5266,23,208.28,106.140528,1,0,0,0,-148.2,2020-21
5041,Tremont Waters,5214,23,177.8,79.3786,26,3.8,0.8,2.4,-2,2020-21
5037,Tre Jones,5292,21,185.42,83.91452,37,2.5,0.6,1.1,-13.8,2020-21
5034,Trae Young,5207,22,185.42,81.64656,63,25.3,3.9,9.4,5.2,2020-21
5031,Torrey Craig,5282,30,200.66,100.243832,50,5.5,3.9,1,-3.7,2020-21
4923,Stanley Johnson,5295,25,198.12,109.769264,61,4.4,2.5,1.5,-6.4,2020-21
4930,Stephen Curry,5237,33,190.5,83.91452,63,32,5.5,5.8,4.6,2020-21
4933,Sterling Brown,5240,26,195.58,99.336648,51,8.2,4.4,1.4,-5.4,2020-21
4936,Steven Adams,5266,27,210.82,120.20188,58,7.6,8.9,1.9,-0.1,2020-21
4940,Svi Mykhailiuk,5273,24,200.66,92.98636,66,8.5,2.5,1.7,-8.2,2020-21
4943,T.J. Leaf,5286,24,208.28,100.697424,7,1.7,0.7,0.1,-24.8,2020-21
4946,T.J. McConnell,5243,29,185.42,86.18248,69,8.6,3.7,6.6,2.5,2020-21
4949,T.J. Warren,5243,27,203.2,99.79024,4,15.5,3.5,1.3,2.6,2020-21
4953,Tacko Fall,5214,25,226.06,141.067112,19,2.5,2.7,0.2,6.3,2020-21
4956,Taj Gibson,5269,36,205.74,105.233344,45,5.4,5.6,0.8,7.3,2020-21
4959,Talen Horton-Tucker,5250,20,193.04,106.140528,65,9,2.6,2.8,1,2020-21
4966,Taurean Prince,5224,27,200.66,98.883056,41,9.5,3.5,1.9,-6.1,2020-21
4969,Terance Mann,5246,24,195.58,97.52228,67,7,3.6,1.6,2.7,2020-21
4972,Terence Davis,5289,24,193.04,91.171992,61,8.7,2.5,1.4,-2.8,2020-21
4917,Solomon Hill,5207,30,198.12,102.511792,71,4.5,3,1.1,1,2020-21
4975,Terrance Ferguson,5279,23,198.12,86.18248,13,0.2,0.1,0.2,-17.8,2020-21
4982,Terry Rozier,5217,27,185.42,86.18248,69,20.4,4.4,4.2,-2,2020-21
4989,Thaddeus Young,5220,33,203.2,106.59412,68,12.1,6.2,4.3,4.1,2020-21
4992,Thanasis Antetokounmpo,5260,28,198.12,99.336648,57,2.9,2.2,0.8,2.5,2020-21
4995,Theo Maledon,5273,20,193.04,79.3786,65,10.1,3.2,3.5,-16.5,2020-21
4998,Theo Pinson,5269,25,195.58,96.161504,17,0.1,0.3,0.1,-16,2020-21
5002,Thomas Bryant,5302,23,208.28,112.490816,10,14.3,6.1,1.5,-2.1,2020-21
5005,Thon Maker,5224,24,213.36,100.243832,8,3.8,2.3,0.5,-10.9,2020-21
5008,Tim Frazier,5253,30,182.88,77.11064,5,1.6,1.6,3.2,7.8,2020-21
5011,Tim Hardaway Jr.,5227,29,195.58,92.98636,70,16.6,3.3,1.8,2.1,2020-21
5015,Timothe Luwawu-Cabarrot,5211,26,200.66,99.79024,58,6.4,2.2,1.2,-0.4,2020-21
5018,Tobias Harris,5279,28,203.2,102.511792,62,19.5,6.8,3.5,7.2,2020-21
5021,Tomas Satoransky,5220,29,200.66,95.25432,58,7.7,2.4,4.7,-0.8,2020-21
5024,Tony Bradley,5273,23,208.28,112.490816,42,7.1,5.7,0.9,-1.8,2020-21
5028,Tony Snell,5207,29,198.12,96.615096,47,5.3,2.4,1.3,2.2,2020-21
4979,Terrence Ross,5276,30,198.12,93.439952,46,15.6,3.4,2.3,-8.8,2020-21
5168,Willy Hernangomez,5266,27,210.82,113.398,47,7.8,7.1,1.1,0,2020-21
4678,Nikola Vucevic,5220,30,210.82,117.93392,70,23.4,11.7,3.8,-7,2020-21
4668,Nicolo Melli,5227,30,205.74,107.047712,45,3,2.7,1,1.1,2020-21
4293,Kenrich Williams,5273,26,198.12,95.25432,66,8,4.1,2.3,-6.3,2020-21
4296,Kent Bazemore,5237,31,193.04,88.45044,67,7.2,3.4,1.6,5.9,2020-21
4299,Kentavious Caldwell-Pope,5250,28,195.58,92.532768,67,9.7,2.7,1.9,3.3,2020-21
4303,Kenyon Martin Jr.,5240,20,198.12,97.52228,45,9.3,5.4,1.1,-11.5,2020-21
4306,Kevin Durant,5211,32,208.28,108.86208,35,26.9,7.1,5.6,10.7,2020-21
4313,Kevin Huerter,5207,22,200.66,86.18248,69,11.9,3.3,3.5,1.7,2020-21
4316,Kevin Knox II,5269,21,200.66,97.52228,42,3.9,1.5,0.5,-3.5,2020-21
4319,Kevin Love,5224,32,203.2,113.851592,25,12.2,7.4,2.5,-6.5,2020-21
4322,Kevin Porter Jr.,5240,21,193.04,92.079176,26,16.6,3.8,6.3,-12.6,2020-21
4326,Kevon Looney,5237,25,205.74,100.697424,61,4.1,5.3,2,6,2020-21
4329,Khem Birch,5295,28,205.74,105.686936,67,7.2,5.8,1.3,-3.6,2020-21
4332,Khris Middleton,5260,29,200.66,100.697424,68,20.4,6,5.4,6.2,2020-21
4335,Khyri Thomas,5240,25,190.5,95.25432,5,16.4,3.6,5,7.3,2020-21
4339,Killian Hayes,5233,19,195.58,88.45044,26,6.8,2.7,5.3,-10.1,2020-21
4342,Killian Tillie,5253,23,205.74,99.79024,18,3.2,1.3,0.4,9.6,2020-21
4345,Kira Lewis Jr.,5266,20,185.42,77.11064,54,6.4,1.3,2.3,0.8,2020-21
4348,Kostas Antetokounmpo,5250,23,208.28,90.7184,15,0.8,1.3,0.1,22.1,2020-21
4352,Kris Dunn,5207,27,190.5,92.98636,4,1.3,1.5,0.5,-31.4,2020-21
4355,Kristaps Porzingis,5227,25,220.98,108.86208,43,20.1,8.9,1.6,0.7,2020-21
4365,Kyle Anderson,5253,27,205.74,104.32616,69,12.4,5.7,3.6,1.6,2020-21
4368,Kyle Guy,5289,23,185.42,75.749864,31,2.8,1.1,1,-4.2,2020-21
4375,Kyle Kuzma,5250,25,208.28,100.243832,68,12.9,6.1,1.9,-0.6,2020-21
4378,Kyle Lowry,5295,35,182.88,88.904032,46,17.2,5.4,7.3,-0.3,2020-21
4384,Kyrie Irving,5211,29,187.96,88.45044,54,26.9,4.8,6,5.6,2020-21
4388,LaMarcus Aldridge,5211,35,210.82,113.398,26,13.5,4.5,1.9,-2.8,2020-21
4391,LaMelo Ball,5217,19,198.12,81.64656,51,15.7,5.9,6.1,-3.1,2020-21
4394,Lamar Stevens,5224,23,198.12,104.32616,40,4.1,2.4,0.6,-10.4,2020-21
4401,Landry Shamet,5211,24,193.04,86.18248,61,9.3,1.8,1.6,1.1,2020-21
4404,Langston Galloway,5282,29,185.42,90.7184,40,4.8,1.1,0.7,3.2,2020-21
4290,Kendrick Nunn,5256,25,187.96,86.18248,56,14.6,3.2,2.6,-0.4,2020-21
4286,Kemba Walker,5273,31,182.88,83.460928,43,19.3,4,4.9,3.1,2020-21
4283,Kelly Oubre Jr.,5237,25,200.66,92.079176,55,15.4,6,1.3,-4.6,2020-21
4280,Kelly Olynyk,5240,30,210.82,108.86208,70,13.5,7,2.9,-2.5,2020-21
4159,Jordan Clarkson,5299,29,193.04,87.996848,68,18.4,4,2.5,7.8,2020-21
4162,Jordan McLaughlin,5263,25,180.34,83.91452,51,5,2.1,3.8,-6.3,2020-21
4169,Jordan Nwora,5260,22,203.2,102.0582,30,5.7,2,0.2,-0.3,2020-21
4172,Jordan Poole,5237,22,193.04,87.996848,51,12,1.8,1.9,0.7,2020-21
4179,Josh Green,5227,20,195.58,90.7184,39,2.6,2,0.7,1.9,2020-21
4182,Josh Hall,5273,20,205.74,86.18248,21,4.1,2.8,1.3,-13.2,2020-21
4185,Josh Hart,5266,26,195.58,97.52228,47,9.2,8,2.3,-0.2,2020-21
4188,Josh Jackson,5233,24,203.2,93.893544,62,13.4,4.1,2.3,-3.4,2020-21
4195,Josh Okogie,5263,22,193.04,96.615096,59,5.4,2.6,1.1,-6.6,2020-21
4202,Josh Richardson,5227,27,195.58,90.7184,59,12.1,3.3,2.6,-0.2,2020-21
4205,Jrue Holiday,5260,31,190.5,92.98636,59,17.7,4.5,6.1,9.2,2020-21
4208,Juan Toscano-Anderson,5237,28,198.12,94.800728,53,5.7,4.4,2.8,3.8,2020-21
4211,Juancho Hernangomez,5263,25,205.74,97.068688,52,7.2,3.9,0.7,-4.9,2020-21
4215,Julius Randle,5269,26,203.2,113.398,71,24.1,10.2,6,3,2020-21
4407,Larry Nance Jr.,5224,28,200.66,111.13004,35,9.3,6.7,3.1,-5.6,2020-21
4221,Justin Holiday,5243,32,198.12,81.64656,72,10.5,3.6,1.7,-0.6,2020-21
4228,Justin James,5289,24,200.66,86.18248,36,3.9,0.8,0.6,-8.5,2020-21
4231,Justin Patton,5240,24,210.82,109.315672,13,5.4,3.8,1.1,-14.1,2020-21
4234,Justin Robinson,5273,23,185.42,88.45044,9,2.3,0.8,1,-22,2020-21
4241,Justise Winslow,5253,25,198.12,100.697424,26,6.8,4.5,1.9,-6.1,2020-21
4244,Jusuf Nurkic,5286,26,210.82,131.54168,37,11.5,9,3.4,6.9,2020-21
4247,Juwan Morgan,5299,24,200.66,105.233344,29,1.2,1,0.3,-34.1,2020-21
4250,KZ Okpala,5256,22,203.2,97.52228,37,2.5,1.8,0.5,-6.8,2020-21
4257,Karim Mane,5276,21,190.5,86.18248,10,1.1,1.4,0.4,-12,2020-21
4260,Karl-Anthony Towns,5263,25,210.82,112.490816,50,24.8,10.6,4.5,-0.1,2020-21
4264,Kawhi Leonard,5246,30,200.66,102.0582,52,24.8,6.5,5.2,12.2,2020-21
4267,Keita Bates-Diop,5292,25,203.2,103.872568,30,2.6,1.6,0.4,-7.7,2020-21
4270,Kelan Martin,5243,25,195.58,104.32616,35,4.5,2.2,0.5,15.6,2020-21
4273,Keldon Johnson,5292,21,195.58,99.79024,69,12.8,6,1.8,-3.8,2020-21
4277,Keljin Blevins,5286,25,193.04,90.7184,17,0.7,0.6,0.2,-22.2,2020-21
4224,Justin Jackson,5260,26,203.2,99.79024,34,7.2,2.3,1.5,-3,2020-21
4675,Nikola Jokic,5230,26,210.82,128.820128,72,26.4,10.8,8.3,7.7,2020-21
4410,Lauri Markkanen,5220,24,213.36,108.86208,51,13.6,5.3,0.9,-2.8,2020-21
4417,Lonnie Walker IV,5292,22,193.04,92.532768,60,11.2,2.6,1.7,-6.3,2020-21
4571,Michael Porter Jr.,5230,23,208.28,98.883056,61,19,7.3,1.1,8.3,2020-21
4574,Mikal Bridges,5282,24,198.12,94.800728,72,13.5,4.3,2.1,7.4,2020-21
4577,Mike Conley,5299,33,185.42,79.3786,51,16.2,3.5,6,16.7,2020-21
4580,Mike James,5211,30,185.42,79.3786,13,7.7,2.5,4.2,4.1,2020-21
4584,Mike Muscala,5273,29,208.28,108.86208,35,9.7,3.8,0.8,0.6,2020-21
4587,Mike Scott,5279,32,200.66,107.501304,51,4.2,2.4,0.8,-0.2,2020-21
4590,Miles Bridges,5217,23,198.12,102.0582,66,12.7,6,2.2,0.3,2020-21
4593,Mitchell Robinson,5269,23,213.36,108.86208,31,8.3,8.1,0.5,-0.4,2020-21
4597,Miye Oni,5299,23,195.58,93.439952,54,1.9,1.6,0.5,8.8,2020-21
4600,Mo Bamba,5276,23,213.36,104.779752,46,8,5.8,0.8,-12.9,2020-21
4603,Monte Morris,5230,26,187.96,83.007336,47,10.2,2,3.2,6.2,2020-21
4606,Montrezl Harrell,5250,27,200.66,108.86208,69,13.5,6.2,1.1,1.4,2020-21
4610,Moritz Wagner,5276,24,210.82,111.13004,45,6.9,3.2,1.1,-7.9,2020-21
4613,Moses Brown,5214,21,218.44,111.13004,43,8.6,8.9,0.2,-18.3,2020-21
4616,Mychal Mulder,5237,27,190.5,83.460928,60,5.6,1,0.4,2.9,2020-21
4619,Myles Turner,5243,25,210.82,113.398,47,12.6,6.5,1,1.3,2020-21
4623,Naji Marshall,5266,23,200.66,99.79024,32,7.7,4.6,2.8,-1.5,2020-21
4626,Nassir Little,5286,21,195.58,99.79024,48,4.6,2.7,0.5,-2.2,2020-21
4629,Nate Darling,5217,22,198.12,90.7184,7,1.3,0.1,0.1,-54.3,2020-21
4633,Nate Hinton,5227,22,195.58,95.25432,21,2,0.4,0.4,-28.2,2020-21
4636,Nathan Knight,5207,23,208.28,114.758776,33,3.8,2.2,0.2,-4.3,2020-21
4642,Naz Reid,5263,21,205.74,119.748288,70,11.2,4.6,1,-9.7,2020-21
4646,Nemanja Bjelica,5256,33,208.28,106.140528,37,6.5,3.4,1.9,-6.7,2020-21
4649,Nerlens Noel,5269,27,210.82,99.79024,64,5.1,6.4,0.7,0.7,2020-21
4652,Nick Richards,5217,23,213.36,111.13004,18,0.8,0.6,0.1,-10.5,2020-21
4655,Nickeil Alexander-Walker,5266,22,198.12,92.98636,46,11,3.1,2.2,-3.3,2020-21
4659,Nico Mannion,5237,20,187.96,86.18248,30,4.1,1.5,2.3,-9.4,2020-21
4662,Nicolas Batum,5246,32,203.2,104.32616,67,8.1,4.7,2.2,8.9,2020-21
4665,Nicolas Claxton,5211,22,210.82,97.52228,32,6.6,5.2,0.9,12.3,2020-21
4561,Michael Carter-Williams,5276,29,195.58,86.18248,31,8.8,4.5,4.2,-2.5,2020-21
4557,Mfiondu Kabengele,5224,23,205.74,113.398,39,2.4,1.5,0.4,-14.2,2020-21
4554,Meyers Leonard,5256,29,213.36,117.93392,3,3.3,2.3,0.7,-1.4,2020-21
4548,Maxi Kleber,5227,29,208.28,108.86208,50,7.1,5.2,1.4,4.6,2020-21
4420,Lonzo Ball,5266,23,198.12,86.18248,55,14.6,4.8,5.7,0.5,2020-21
4424,Lou Williams,5207,34,185.42,79.3786,66,11.3,2.1,3.4,1.8,2020-21
4427,Louis King,5289,22,200.66,92.98636,6,7.3,3,1.5,-3.3,2020-21
4433,Luguentz Dort,5273,22,190.5,97.52228,52,14,3.6,1.7,-7.2,2020-21
4437,Luka Doncic,5227,22,200.66,104.32616,66,27.7,8,8.6,3.9,2020-21
4440,Luka Samanic,5292,21,208.28,102.965384,33,3.7,2.1,0.5,-2,2020-21
4443,Luke Kennard,5246,25,195.58,93.439952,63,8.3,2.6,1.7,-0.4,2020-21
4446,Luke Kornet,5214,25,218.44,113.398,31,3.4,2.2,0.8,5.8,2020-21
4450,Malachi Flynn,5295,23,185.42,79.3786,47,7.5,2.5,2.9,-5.6,2020-21
4453,Malcolm Brogdon,5243,28,195.58,103.872568,56,21.2,5.3,5.9,-0.5,2020-21
4459,Malik Beasley,5263,24,193.04,84.821704,37,19.6,4.4,2.4,-7.2,2020-21
4463,Malik Fitts,5246,23,203.2,104.32616,3,1,1,0,-27.3,2020-21
4466,Malik Monk,5217,23,190.5,90.7184,42,11.7,2.4,2.1,0.8,2020-21
4473,Mamadi Diakite,5260,24,205.74,103.418976,14,3.1,2.4,0.6,3.8,2020-21
4414,LeBron James,5250,36,205.74,113.398,45,25,7.7,7.8,9.2,2020-21
4476,Marc Gasol,5250,36,210.82,115.66596,52,5,4.1,2.1,4.3,2020-21
4486,Marcus Smart,5214,27,190.5,99.79024,48,13.1,3.5,5.7,2.8,2020-21
4495,Markelle Fultz,5276,23,190.5,94.800728,8,12.9,3.1,5.4,-6.5,2020-21
4499,Markieff Morris,5250,31,205.74,111.13004,61,6.7,4.4,1.2,0.8,2020-21
4505,Markus Howard,5230,22,177.8,79.3786,37,2.8,0.6,0.5,-17,2020-21
4508,Marques Bolden,5224,23,208.28,112.944408,6,1.2,1,0,12.3,2020-21
4512,Marquese Chriss,5237,23,205.74,108.86208,2,6.5,6.5,1,-40.3,2020-21
4515,Marvin Bagley III,5289,22,210.82,106.59412,43,14.1,7.4,1,-3.7,2020-21
4522,Mason Jones,5279,22,193.04,90.7184,32,5.3,1.7,1.3,-9.9,2020-21
4525,Mason Plumlee,5233,31,210.82,115.212368,56,10.4,9.3,3.6,-4.9,2020-21
4528,Matisse Thybulle,5279,24,195.58,91.171992,65,3.9,1.9,1,4.6,2020-21
4535,Matt Thomas,5299,26,193.04,86.18248,45,3.1,1,0.4,-9.3,2020-21
4538,Matthew Dellavedova,5224,30,190.5,90.7184,13,2.8,1.8,4.5,-3.1,2020-21
4541,Maurice Harkless,5289,28,200.66,99.79024,37,5.2,2.4,1.2,-2.9,2020-21
4544,Max Strus,5256,25,195.58,97.52228,39,6.1,1.1,0.6,-4.2,2020-21
4482,Marcus Morris Sr.,5246,31,203.2,98.883056,57,13.4,4.1,1,4.2,2020-21
3137,Aaron Gordon,5230,25,203.2,106.59412,50,12.4,5.7,3.2,2.1,2020-21
